text,target
is riding her horse!! ahh i missed him soo much!!!!  p.s. go see the star trek movie ASAP!,1
@AskWifey I did and thank you for asking. I feel like I've waited my whole life for my what's going on with me from all aspects.  &amp; you?,1
"@RuiDelgado I'm really looking into it as soon as it finishes.  Saramago played by Hollywood and having great reviews, that's a must see!!",1
Thinks he's getting sick ,0
@TreeYourWorld shame! and you're so close to launching  oh well the munney grubbers come out when they see a good thing like the 'your',0
Legs itchin me. Madd sleeping. Busy like crazxy this week. Back 2 dividin myself up with friends n fam  .. c u weds/thurs hunny ozzy =D ..,1
@corxy it's wonderful! ,1
This is the awkwardest thing ever...he is weird bekki  and needs a shower haha,0
"Keeping my friend and her children in my thoughts today, as they mourn the loss of their husband/father who suddenly died yesterday. ",0
I am beyond exhausted today.  I have absolutely no motivation to do anything. Plus a nasty headache. ,0
@nadiaparry bet your loving the you time ,1
"@Schofe yes what a shame, Sutil is usually good in the wet ",0
ahhh noooo.....now everyone will know I'm gullible ,0
@_supernatural_ Hi ;) can u tell me if u have managed to mail them things yet? i have tried emailing u but with no luck ,0
"Poor Dyno  he's okay though, he didn't get flushed all the way!",0
"@lyssday I want a match, haha. I think YOU and Tyler make a great couple though ",1
yayy my fave cousin came to visit me in nyc! ,1
is watching big brother 10 ! ,1
A great hard training weekend is over.  a couple days of rest and lets do it again!  Lots of computer time to put in now ,0
"Lighthouse!  We got greeted by the hottie again this week   if he's here next week, I'm talking to him!",1
"@TomFelton can I have your energy level , please???  ",1
"Bay to Breakers in SF today... oh, how I miss those crazy days! Can't wait to see the pics my friends will post ",1
@mefries Hours lost in the parks   I am so sorry!,0
"@vickixashton i have.. 19 days left, and.. I Have 10 exams left! ",0
I got shutter shades yesterday and I'm still in L O V E with 'em! Yay! ,1
"Watching a progress bar go across the screen. Very, very dull and tedious. ",0
Out buying &quot;supplies&quot; for the river. Just picked up a floating beer cooler. ,1
@jaystewart o_O how could you do that? I feel sick too. Some undiserving person got an apple product. ,0
"@Jo6789 GP was great - perfect timing for us, too. Nice to have the Midlands teams doing so well ",1
"Just having lunch, chicken now marinading ready for Biryani tonight ",1
@tommcfly you met the fans on wednesday at hilton's bar. meet us! haha  i know you tired but we spent lost of money here just to see you ,0
"@missmissen Well no not really, but it still makes me sad! ",0
"Foolishly, I typed m*rketing in my last Tweet (but with an A, not an *) Now have a shed load of related bots (and/or twats) following me. ",0
Nobody has a tan here - I fit in with all of the pasty white Irish people really well. ,1
tonight was great! got to chill with soo many friends  ha ha! never thought i'd car pool this much tho.. or see so many diff' asians ha ha,1
@HalestormRocks what's up y'all! we've been rockin ur stuff here in OKC at da Katt! tune in at www.katt.com anytime! ,1
"plan for tonight : pack bag, go in bath, pop some pop corn and whack on a DVD ",1
"@MszErikaJ yes i will, what she says is another thing so just come lunch line yh. i am doing ALOT of work ",1
@lorrainewalker1 Lorraine want to say thanks for keeping us up to date  Nice having u as a friend ,1
@angeezyy why you hang out with those losers anywais? ,1
@ceejux: whenever i get the chance. I work and have no car ,0
@Victoria_LPF  Wahahahah  don't make me jealous!,0
Heading off to dreamland...been terribly busy day..more of the same tomorrow!  Hope you all have a fabulous Friday!  ,1
"@jnyemb oh no way, you can't do that! Sooo unfair ",0
dont like it when the tour ends. ,0
@danisanna oh wow! that picture is SO awesome!  &lt;3,1
@lizjuranek - i am pumped for neko case! you got me hooked and now she's coming to indy? wooooot. ,1
@MadamSalami Thanks for the #followfriday ,1
"@YourTheCutest nope, thats what i didnt get to have tonight ",0
Jean Michel Jarre concert tomorrow  gotta work 7-3 before though ,0
"@robomalo True, but I thought leaving you in suspense would be a bit more fun.   Mandy Forbus.",1
christian bale is something. ,1
my legs hurt from helping andyboo at village...but it was all in the name of love! ,1
@ScarletLotus I know baby ,1
@Kourdy hahaha... i'm going to work another shift just like it again tonight... it's only for the money ,1
"@DanggItsDevin hahar, whaaat concert youu goiing too? man yourr lucky  youu couldnt go &amp;&amp; not geht me anything ahar. ",0
Muted grey and greyish-purples with my guitars and framed Alex Pardee artwork on the walls. My room is coming together nicely. ,1
@IRe_laNd ,0
@cel_xox watch them fall... To their knees... As I lay I think I'm flat lining... ,1
cat nap didn't help ,0
"feels a sinus headache brewing, but can't take drugs.  ",0
@mileycyrus What do you do when you like a girl but are afrad to ask them out? I've never had a girlfriend yet ,0
!freebsd jails-ing make me rockers ,1
3 cheers for losing the cell phone charger cable ,0
@lolevo I CAN'T BELIEVE YOU WIID WITHOUT ME! That's what I get for leaving the country  I love you. You're gorgeous. I miss your face.,0
"@lotusas it meens that &quot;night can be long, but the sun will always rise at a moment&quot; (it meens crisis will &amp; must end one day) ",1
look out the window! Its June! Its my time ! ,1
@threelittletree bummer ,0
We finally got to view the film. Two thumbs WAY &quot;Up&quot;!  (via @melgrimes),1
@monsieur_rock The login/password can be easily found... good luck! ,1
School disco tonight  Tattoo tomorrow  15 days till holiday time   Few things to look forward to..,1
@prateekgupta i went n have now returned ,1
Today on my way back to S. CA. for the rest of the week.  Lots of work to do and see my mother ,1
@SmashMe_EraseMe aww lmao! Thanks!  It's an amazing song. &lt;3,1
@donzell I forgot to thank you for answering all my questions a/b that judgment earlier! It was fun &amp; i really appreciate it ,1
Why do I feel like a Mother? ,1
Is everyone for coffie? ,1
"wish a never got the daft tattoo, a canny sunbed  lol",0
"i hope i dont fail, i hope i dont need my palmcards to much i am getting off sooon to practice ",0
hmmm.... yummy! sarap ng homemade cookies! thanks gilou! ,1
yÃ¼rÃ¼ be  re: http://ff.im/3H41f,1
I can lose a lover but i cant lose a friend.  ESOTSM;,0
Geez I sound blonde... ,1
@crystalsinger I hope so too. French Prime Minister said we must prepare for the worst though and I fear he's right ,0
@bibzee Damn its gonna take a long TIME!.. ,0
@bridgetparsons church for us - are we the only ones going? ,1
"Tough choices: Pay my phone bill, or go to New York, unfortunately they are both the same price ",0
so we came in fourth place for trivia. oh well. ,0
"@julie_rickards haha - could be.  I heard it over the pipes on our bikes, which is saying something ",1
@YuliaKazansky he... most of the paintings I did before were result of huge arguements/discussion but right now Im painting some shoes. ,1
"http://twitpic.com/66wy8 - Just spilled water on my leg.. No, really! Its water! ",1
"Awww, my cat, Cody, is so fucking cute. He just gave me loads of kisses  then clawed my armpit, but that's beside the point ",1
Chronicles of riddick yes I think so ,1
@enrique305 Wow! 385 followers! I only have 41 ,0
@fromblueskies ESPN bought the football from Setanta ,0
@yuhas9797 you betcha! too bad i dont get fuse ,0
RK Narayan was so impressed with Mallleswaram and Basavanagudi that Malgudi was derived from these two names - good to know ,1
@Equestrian90 Why do I get the feeling that this girl is you? ,1
@lizwicker28  are you awake ?? yes i know irs early but i cant sleep ,0
wow i just watched the MTV movie awards on there website. poor Rob during the kiss i hope that was all intentional   ,0
is getting her hair dieddddddd. i miss my baby ,0
@CaraNScott AWW 5ME I miss you too! I wish I were there  Have you had any CalPis yet? Drink some for me ,0
"@crochetgal Thanks!   I like 'em, too!",1
 MOT didnt go v.well,0
@denkc for reals? ,0
torrents are taking foreverrrr. why is it so slow  fuck you youtube for halting my tv watching.,0
man!! oh wellthis was wasted gas...i need a life and a new place of residency....Tay + company = me and the sofa.... ,0
Has a really soar throat!  it hurts to breath n swallow ,0
"@meintwitter I was just teasing you   I didn't think that joke was that funny, but &quot;you&quot; didn't make it up anyway, now did you?",1
wooo chix rice! ,1
i miss my baby in japan ,0
"@cmartini86 Yeah, we didn't see a lot of people!  it was just a bad week to come, I should be back in a month though! hopefully...",0
@Cup_O_Hurley you follow kevin too ,1
is back from the drive in--both pretty good movies ,1
good morning..i woke up to my boo leavin me  wat im i goin to do for like 4 days??? im miss you already,0
@cksolutions  I guess because they still don't have basic stuff like social bookmarking. Can olny share by email. Still love picasa ,1
@mileycyrus http://twitpic.com/6shtr - Which Myspace Is Yours ? Theres So Many? Arrrgh Cutee Picture ,1
Twitter is .... somehow borring... ,0
ugh I am literally the king of passing out early...left my laundry in the dryer in the basement for HOURS and missed a party in 2E ,0
@GirlswithGoals I'm sorry to hear about the death of your beloved canine ,0
"@MG62 Marcus, Its Raining, Again!  I hate The UK. Doing much tonightt?...",0
"Sweet dreams all.  New week, and I'm determined to make it a good one!!!!!",1
"@Poison__Pixie a lot of peeps say they couldn't live without iPhone, me being one of them ",1
i want more cashew nuts but my braces can't handle it anymore *stares at the cashew nuts* huhu ,0
"@jamie_oliver omgosh i've always luvd ur cooking shows and stuff, esp the one about Roverem that was cool.... ",1
@pedroaugusto that was uncalled for ,0
@amytheallen no... 19  I'd assume they'd check if I actually DID win something,0
getting ready for work...I'm tired of smelling like fries and looking like I had a fight with a milkshake!! (No not McDonald's hun)  ,0
@fanoftypography No problem ,1
"off to the co-op to buy dinner. rice, chicken and white wine sauce i think ",1
"Sara graduates on Thursday, I am sooo not ready for this!   I don't want her to grow up.",0
can go home now  YAY!!!!!!!!!!!,1
my replies are soooo slow!!! ,0
On the plane 2 spain  happy days.,1
im annoyd they hav blocked fmylife on the school computers ,0
I love the theme song. &quot;It all started with the big bang BANG!!!&quot; ,1
@jonghwoo Maybe i should drink couple beers then!! ,1
"That's why I'm easyyyyy, I'm easy like Sunday mornings ",1
@Jlloydaloha what pool did you crash jason? ,1
"@savapl Haha, ohhhhh! My silly brain couldn't figure it out. Sorry  Thanks for posting the pics! And yay for lil' flower bulbs! What kind?",1
This Old lady in this movie is SCARY lookin ,0
"@TxOxOxTxS Ah right, crackin  I was thinking wholy shit - wild! ha! Omg did ye??? Pmsl thats awesome! I ended up on the sofa @ my 18th lol",1
@LisaAucoin just had a tooth shatter last night  Nothing new otherwise. Loving the summer schedule lol Talk soon!!,0
@fwanc How did your test go?  Told u I'd ask. Hope you passed love.,1
Is waiting for first night jitters to set in. And looking forward to going to wdw for a week starting Sunday! ,1
last tonight show with jay  looking forward to conan ,0
doing online learners test ,1
@thenewbnb @shivaranjan @arjunvj waat lag gai pairo ki!  hopefully I'll be able to run soon,0
@OnlyQ NO!  $%@#$ People on MMO forums are saying its taking from 2 days to a week! wtf? So much for playing this weekend.,0
@GirlTalkNYC love ur show and ur name. ,1
has been cheered up by a phonecall  and can't wait til tomorrow  ?,1
@vautrin tis' cool..I still stand by my former proclamation! I'm just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol ,1
@JeepGirlYJ94 I broke my arm ,0
@mikegentile hey stud. go figure you come to the land of whores when i am gone in the bahamas ,0
is up north with kyle till tomorrow  sun burnt.,1
"@y0da it's great, cheap and very easy to mount. no vibrations, but of course a HD is never completely silent, need a SSD ",1
"@courtneyjoy Hopefully, my future phone.  But I doubt it. It's a high-end company, so it will likely be 3 or 4 times more expensive.",1
Its pourin wit rain... N my clean car is parked out in it ,0
@ijustine #gimmefailwhale  thx. ,1
"@MissDangerMouse Hell yes!  Where have you BEEN, man?  You're never on AIM anymore. ",0
"Bonjour, jet lag. Awake so early I heard the NY Times hit the front step. That's bad ",0
Another vomit at 4am. A whole load of cuddly toys got it. Glad I live next door to a doctor. ,0
@LisaHopeCyrus well i will have to goo soon ,0
"@pinheirokde they're cool, you're really skillful icondesigner so keep working ",1
@vaslittlecrow ive never heard of that b4 either... i think i'll pass on the receipy for now tho... thank u tho ,1
owl city is playing at chain in october too bad im not gonna be here for that ,0
I already miss my bear. ,0
@beyongolia watch out for the pigs heads today ,1
"Ugh, after spending the night at peoples houses so much, just being at my house alone is rrreeeaaallllyyyy lame! ",0
@amandapalmer http://twitpic.com/63ocn - That is so cool ,1
IS about to take my Daddy to the AirPort ,0
"@mallybeauty Can. Not. Wait!  I will stay up to see what goodies you bring, since I am still waitlisted for you TSV.  ",0
good morning  got a midterm and a quiz today..all in the same class. Not excited but i want to be done with it already,1
"@KateMaxwell Not wrong in the slightest. That's a true broad.  I would also like to make out with her, to suck the smoke from her lungs.",1
off today and it's supposed to rain wtf  just my luck,0
I just read that peanut butter helps you lose weight. It makes you fuller so you won't eat unhealthy things.  Me likey!,1
I'm emo because I can't be part of demi's music video! one of the saddest days of my life ,0
In a period of exams days are for study and nights for study and sleep... no funny time... ,0
just joined checking it out ,1
watching random angels videos i have favorited on youtube. i will never get tired of hearing @DavidArchie sing this. ,1
Saw Walk the Line tonight.Never heard much Cash before.I could definitely appreciate this.Why do I only &quot;discover&quot; artists after they die ,0
@BattsLM Youre welcome! ,1
Im UP..Good morning everyone ,1
@lexiphanic Awww too cute my lil Greggles.  Miss you too.  We didn't have a final Feist dance ,0
@6 doin fine relaxin at work... Hardly working ,1
Funny home videos....... Wah........ Lonely ,0
"ahh, too much work!  im gonna have to skip walking home for lunch to watch cartoons  ",0
disappointed  signing off,0
@Rohan_01 You know..it's really sad that u know that ur classmate don't care about you..        sad memories T.T,0
@streetkingpin  wish I was there!,0
Can't access Google in China - BOO     Guess I've gotta us MS's new www.bing.com  meh.,0
@littlesunflower happy bday have a good day  x,1
@wzzmypantz 12 hours + on doing 3 of my assessments which is due tomorrow ,0
@meltjong then maybe you should watch hell's kitchen too. ,1
well done http://www.nationalrail.co.uk/ doing an excellent job yet again ,0
@dougsky I will have a look when I get home! ,1
just woke up...feelin a lil better  &lt;3,1
"@forcystus arrrgh, at least you got into stats.  i failed diagnostic exam so i lost my spot. ;_;",0
@speppers welcome back ,1
"RIP Gillybob and Frieda, you guys were good companions. No other fish would've understood me as well as you guys have. ",0
@iamjonathancook WHY ARENT YOU GUYS COMING TO TORONTOS WARPED TOUR DATE ?! same with atl. whatta dissapointment ,0
@ramielemalubay Okay!! Thanks for your reply!! ,1
@TeenVoices  Welcome love what you guys are doing  Check out http://www.chelseamakela.com,1
What is common between Chidambaram and George Bush  http://news.oneindia.in/2009/04/07/sikh-journalist-hurls-shoe-at-p-chidambaram.html,0
watching lost and then i got to v=cover 150 pages ,0
"@kick4jc Ah, Wayne's World. Classic piece of fillmmaking right there.  ",1
"@iantalbot If something needs pluckin, I pluck it... ",1
Must go meet a couple about a wedding now. bubye ,1
"So I just watched the video by taylor swift &quot; you belong with me&quot; it's so cute, but happy ending don't happen that often ",0
why won`t you stand by me ,1
Cant Believe Nadal out of French open  but I am happy - Federer its ur turn now,0
"reading a few chapters of choke, sleep, work. i still feel like shit. ",0
is going to &quot;the school dance&quot; with Phoebe  Oh! My! God!,1
should be doing uni work but twitter is better ,1
@kielley24 May sections na? ,1
@mustberae hahaha that's fresh! I gotta get back on that r&amp;b grind now ,1
Ass of a mosquito bite. ARGH. It's bleeding ,0
@hellzballer You are nonsensical again. ,1
standing on a train platform at 4:30am the things I do for my friends.... and green day.... and me ,1
"just used my new DevaCurl diffuser! LOVE IT 5 stars! not liking my new hair cut though, a little too short ",0
exhausted and I have a brutal headache ,0
@morrissey2637  Ah right!!! i dont even know whats going on there!! i sooo need to read the news ,0
making my first home made vegan dish! Tofu Quiche with leeks and asparagus! Hopefully it turns out GREAT! ,1
Why are my followers fluc-tu-ting? should my tweets bring more bling? ,0
"good morning!  so very glad i'm not hungover from last night (hooray for hydration) and oooh, there's coffee in the pot! ",1
@inkedveggie yeah me to ,0
"@dizzyglitters yes, but.... Smile  cause ima going to come see you next year!!!!",1
@bethyesterday I know the final project is amazing because you're amazing at what you do! Thank you so much! ,1
@thatsonuva Congratulations- GIRL- So happy for you ,1
Yay the weathers blazing hot and sunny in the UK.Time to get some rays ,1
Eating arugula strawberry almond salad ... Its fun to say berry ,1
R.I.P. Sidekick. You've been through quite a lot with me ,0
@TwittleMissBig Im getting my drink on ,1
Getting ready for ABC 36 News---Weekend edition! ,1
"It was verry nice yesterday, she is still here, she is going around 5 PM, I will miss her ",0
Ok so everytime i read twitter i so want to be a superstar ,0
@ginoboi and @monicafrancesca's fans! join Gino-ism and F-unit! hehe! fangirls and fanboys unite! lol ,1
"It's 8.40 am, and I have already finished my first half hour of work. Don't know how I did it, brain is still half asleep. ",0
@veropperez awwww my poor muffins i had to make those and i didnt make them for the cat HE TOOK THE WHOLE FREAKIN BAG and ran away  aw man,0
its going to be perfect says he. ,1
Go in the shower ,1
"Writing an impossible research paper that is taking about 5 hours, more like 7. Dreading the other 2 essays I have to do nexttt ",0
Tonight I will be drinking and no I won't be driving. ,1
"Hooray! The rain's back. Feels like *my* Cardiff again now, not some parallel sunny universe ",1
Is at home. Bleck. ,0
Clay just tried to eat a wasp. crap. should be a good morning...tonight is what's it about ,1
is at youssef towers ,1
be sure to tell your Mom you love her and thank her for putting up with you! ,1
@opensearch ë³ë§?ìì?ì.  ì¤íë ¤ ì¤ìí ë´ì©ì? ë§ì?´ ëì¹ê³  ì ëë¡ í¸ìíì? ëª»íì§ ììë ê±±ì ìëë¤. ë¤ë¥¸ ë¶ë¤ë? ë§ì?´ í¸ìì? ì¬ë ¤ ì£¼ì¨ì¼ë©´ ì°¸ ì¢ìì? ê² ê°ìµëë¤.,1
"@pursebuzz Finally someone admits it! Storyline is unique, but once it was over I felt a little gypped with the casual/nonchalant ending. ",0
@MzDeDaze no i havent ,0
@LADYRUMDRIK it's the swine..... lol  im sorry ur not feeling good mamash!,0
I guess @mikeyway mad at me because my message to him.He made update a little .I felt guilty myself about .hope im wrong about my thought ,0
"@SeanMarler no, no I can't ",1
"ow, i can't move my neck or my back   hurts too much and i don't know why D:",0
Going to chrio then for blood work blah I hate being sick I've felt gross for the last month ,0
@Cause4Conceit And I luv it!! But I'm very hurt that only Sam Goody had the album in my city and they sold out!! ,0
@PaulaAbdul are you bored of Twitter yet P? haha  xoxo,1
Went to a bbq at Janet's.   Out of the nuggets loop but think they lost due to facebook comments. ,0
Enjoying the public holiday .... at the office ,0
My brother must hate me. He didn't answer his phone  and he didn't call me back. Either that or he's sleeping or at work. ;),0
"@RetroRewind All the songs I wanted to hear on the 12 hour.  You have been chatting with Jason, haven't you! LOL ",1
@plainbananas Italian ice cream? Ohhhh.... want that with my cake! ,1
@leonakimeera thankies ,1
@ChristPA I really don't wanna be a vampire loving tween ,0
@bpasko I'll see your Burgerville and raise you an Annie's Parlour milkshake out on the deck. ,1
"Soooo, song of my night - beep  by bobby v.  I miss my mommy.  . But i will be w/ her in the a.m . Jimboy's was on hit tonight !",0
"@RenoJacy Wow, who doesn't love me? Mama doesn't ",0
@xxandip Love that bag......!!! Enjoy the gym and your pineapple ,1
day 2 w/o my iphone is not goin so good ,0
Is sitting in &quot;the little chairs&quot; with meg-f-f. I looove the beach just when the suns going down. The boooys are coming too! Yay ,1
In art class painting a Hannah Montana picture!! &lt;3 and hanging out with Leslie and Marlene! ,1
"@JasonBohata The question of what to call your Hades. (Sorry I'm a bit late answering.  My book is set in my own Underworld, but I've put",1
@astrishabrina susah emang long distance ituu. huhu. aku juga ngerasain ,0
@iAMkRiKri That sounds cool! As long as you enjoy your birthday ,1
@DinaAIE  sorry your saturday is not shaping up to be the best,0
@Leloz that he's a gentleman and that i need to go see a doctor ,1
can't find anything nice to wear to da beach ,0
@DesMouseasaurus  What happened?,0
Time for a shower and then the Timshel Book Club mtg.  Love online book club party time. î,1
"I prefer Mindjet MindManager to FreeMind, boo ",0
"@Personal__Jesus no more ben  it will be a bittersweet show, will you be there?",0
"@jazzt Awww yeah, I think I may have seen that... I'm not sure. But AW! ",1
OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! ,0
@AndrewKungPhoto  nopers... dreadful I know.,0
@chloemichelle15 Yeahhh :'D I can't wait!â¥ â¥ But that's way in July ,0
Twitpic on twitterberry's not working. Says file type not supported. ,0
Ahhh leaving the crazy country house finally lol ,1
"Oh, arse! I missed the launch of SBS Two! ",0
"@alyxayer  and @richbello ... hey it was a player from AKRON!   I hope you guys thought of me, haha, it's okay I know you didn't!",1
just finished bade..... surfing online... nutn much to do ,0
@akadominic I agree... I'm home on a saturday night doing hw... ,0
@stewpatty Be nice  We don't want karma to bite us back;),1
"@virtualmarketer thanks! ~ I just miss them, cause they are at work.... ",0
My nose got sunburned &amp; now its peeling. Ewww ,0
@imcute519 grr I know!!! And especially m/u tutorials. It's like damn! I just put all this on for no reason ,0
"As a reward, you may download a free copy of EmailUnlimited on http://www.4officeautomation.com ",1
Mom has Elton John playing so loud that the windows are shaking.  (via @photoboy),1
Its unatural to play a game thatlong. Goodnight. Im really worried about channy ,0
need back up....u dont get t...i was busy when i wrote t ,1
@hazemtaji Did you buy a PS3? My xbox360 got the RROD ,0
@GinniferLoraine HAHA I just finished watching Hannah Montana too ,1
"@gruenlive great, thanks! what'S the livestream? which workshop am i watching? ",1
"@ShiGirl2224 Shout is the only thing that gets stains out for me, try soaking it over night ",1
Just finished with Dairy Milk for second consecutive day.. yumm... and i still ve one more Fruit and Nuts staring at me..  nyum nyum..,1
"Bah! Exciting stuff from Kimi, wish he wasn't full of fuel though  #f1",0
"@lenartr I use Y!Pipes to personalize my RSS feeds; but sure, this would be a good option for &quot;normal&quot; users ",1
Never went 2 sleep...  and i got class at 2... i need 2 do dis homework...errrr,0
@TosynB sorry boo  who's wole bucknor?,0
headache still not lifted. additional symptoms. looks like pill-popping all day ,0
loving the new tat but hating no pool for a week ,0
@DKHOTOPIC @YoBoiNewnue---- OMG ya&quot;ll are so wrong!!!!!!!!!! LOL I would NEVER!!!!!!!  NO Newnue No!!!,0
"I'm up late, drinking pineapple juice from the carton and fantasizing about moving in with Matt and what to name the cat. ",1
*Please upload photos onto the FB FORMAL group* ...pls make my life easier ,0
Great iam geting sick  takeing a sh0wer  (DIE OR DANCE),0
@jennmarie226 jealous I still have like 100 and something - and they havent even announced dates ,0
is really hungry after not taking afternoon tea to work today ,0
@harmony341 yeah went today and had blood done ..thanks for asking  hows u ?,1
@xnausikaax oh no! where did u order from? that's horrible ,0
@warmwell When I dole out the bread the big guy is always in front of the queue ,1
"@icedelosreyes don't underestimate my flexibility =p but my balance, hmmm... not so good. sama ka? sa valero lang siya ",1
@csinger4ever I am lost. Please help me find a good home. ,0
is going to be so sad when her friend moves back to Land O'...especially since I can't drive until Aug due to this bum foot ,0
@mitchelmusso Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!! ,0
wants to go to Disneyland! ,0
is really taking life hard right now. ,0
"@RoxanneAmelia thankyou  I'm having a meal today and then going to the cinema, I'm having a party on the 19th after exams are over  xxx",1
@KatyLinda oh no  i thought both would be cool - guess i'm not cool w/ the 4yr olds lol,0
@vindyeay boleh boleh hehe thanks loh ya vin ,1
this is my 1st tweet ,1
@MissMarty  on a day like today I'd have loved that!  I only got to my lunch at 430 today ,0
"@mzsullivan oh no,damn trck ball, mine just stopped a few days ago, now its works. The machine(minds of their own).But I am the Matrix. ",1
It's official....veggies taste best hot off the grill in the summer! ,1
@shellestafford Woo Hoo! There are quite a few of us meeting up for the dinner in LA. ,1
@_misshannah damn you !!!  that's properly unfair!,0
"ooooo that sandwich I had just isn't sitting well.....Haven't felt good at all today, shouldn't of eaten ",0
@AnditisLiz awww thats cute ,1
Fast Food For Lunch! ,0
BYE EVERYONE. ,1
@humhow http://twitpic.com/7dect - HA!Found it! and you! Not a very cute pic of me though.   Looks like I am wiping your nose! LOL. Ha ...,0
"Hi @janith, thanks for following me. Can I suggest @brainstormnews to you? I think that might be of interest. ",1
"hmm, long day i must say.... eating in a bit  then helping my grandmother window shop for a new fridge lol",1
@breatheheavycom congratulations  5 years and still britneys biggest fan keeps going lol,1
time for a Sunday afternoon nap!   #fb,1
"@EP31 Ok, you win on that point. ",0
@elliotmacaluso I opened.... without you ,0
@mariedancerr that songs on tays vid  katy perry.,1
Off to NZ on a public holiday. The first lounge has it's advantages mind you..  ,1
"Spent evening looking after suki doggy shitting herself everywhere, falling off the decking into ditch and whining &amp; running into things ",0
@Sadieozdesoy hopefully i'll feel better by tomorrow  i might have strep,0
Live tweet streaming on #Sytycd .. I miss Dena and Lisa ,0
im getting my wisdom teeth out tomorrrow ,0
"@tommcfly tom,i'm freaking out..please reply me! i miss you ",0
@daysdifference haha I love Cranium!!! ,1
embarrassed. reality check ,0
@martinbrossman Sorry to hear that Martin   Give her my best!,0
Exam over. Barcelona tomorrow. Just finished packing... well my kind sister just did. ;) I WANT TO SEE BRUNO! ,0
i still don't understand you n what is going on (sigh) esp w/all ur confusing &quot;i miss u crap.&quot; i am pissed n in love w/u at the same time ,0
"I just wanna fall asleep, why do you call randomly and mess up my brain process for a night?!! I just want my serenity back ",0
Watching naruto and josh stole my fruit snacks ,0
gosh i miss junpyo!  gotta hit quiapo for the the BOF dvd! LOL,0
"@alisonrothwell Hi Ali, I can only DM you if you follow me  sucks huh? PM me through EKM if you like. Gaz",0
just visited some of my relatives... it was somewhat fun... i got to spend some quality time with them. especially my granie from Manila. ,1
@blipfish Re: Current Jam. @foxvox you nerd ,1
"Just got my nails done and in two says ill be in Brooklyn, cant wait!!! ",1
@miraclelaurie congratulations on dollhouse season 2  i can't wait ,1
Up an idk y ,0
@undertheground ,1
@JosephLane sorry to read about your grandmother's passing. ,0
At work? On your lunch break? On Twitter again?  Add @Gingernyc - Let's see if we can break the 1000 mark by the weekend!,1
"@babygirlparis you watch lost all you want, but god knows you will never get it! ",1
@fallenstar_ Yeah it is! Why haven't they put the grey one up? ,0
@DocDamo I shall inform @Yadnomis that I must be taken out for a curry once a week on your good advice to prevent Dementia! Result!! ,1
God give me the strength to get up and go to the gym be4 work! Goooodnight ,1
I am not poorly sick like @loobydo but I am not a happy bunny - I ache ,0
"@bookiemonsternz  any time you like.  When I have transport.    But no prob.   I'm in this business for the fun, and wine is a bonus!",1
@natalietejeda sad punky sad    thanks for stopping by,0
"#followfriday @RyanHurst @Disklabs - Both computer forensic based tweeters, who also tweet socially. Intereting and amusing ",1
"Right, off to work  Only 5 hours to go until I'm free xD",0
at my home with jamie kaliegh and patty ,1
is waiting for the everton match ,1
@cross_harps I didn't read the shoulder bit (so I can't know! haha) will start searching Viggo at toes and work my way up ,1
A lot of people are auditioning for millie! Exciting  i hope this summer will be as good as last.,1
@YellowHail  your picture is so small,0
@__DR__ Once Dan emails me back from Vegas I think he will get us a cabana for free ,1
@nokking kino sold out already. Popular also. Borders said they're not sure if they're even able to get copies ,0
is sat by herself  because her time management sucks!,0
@JasonJMikeMgmt  just makin sure you're alive    Ur silent today!  Just sayin Hey!!  See how I miss you????  ,1
@nanashambles the truth is aku ga tau caranya add contact ,0
@EricsTXGal *gives ya a little extra kick for the day from JenBitch* hopefully that helps! ,1
goo things are happening - uni is giving me money owed and DSA confirmation came today ,1
"@Sirjohn_writer Catching up on my work, and yes, spending time with those important to me. ",1
"@mrzlx ??? ?? &quot;????? ?? ??????????&quot;, ??? ?????? ?? ?????????? ",1
finally saw Star Trek - it was awesome! hot guys + cool action + interesting storyline = great movie ,1
@CarloHilton evil wish i was home now im starving lol yeah today was awsome ,1
@verabradley I love my Cargo Sling purse in Daisy Daisy!  I wish I would have gotten another one in a different color! ,1
staring at tweezers ... my life is so exciting ,1
@BBManik naw  are you!?,0
"@RedGoiBoi please, i got the feet of a new born baby ",1
@unworthysaint Are you having fun? ,1
@cjredwine @vg_ford Very soothing and unobtrusive to write to. I like it. ,1
"@marcrobinsone yes, mission accomplished! hay marc, i can't believe i'm liking ubuntu! hahaha ",1
"this DJ has a thing for JT lol.....having a great time with my cuz but I keep thinking of HIM  *we could do it real big, bigger than y ...",1
@DaisyKary I won't be in up north until 15 th. ,0
Sore as helllll... :/ Mothers day though. I'm not a mother... No presents. ,0
"@abba_ks @suzzzanna I was having awful dream that husband &amp; I were getting remarried, but everything was going wrong at wedding. ",0
@johnhalton Certainly is. I love Charlie and Lola ,1
"@LchangetheworLd Hey, thanks for following me ",1
@syazanaa I'm hungry la.  Healthy food is SO not satisfying.,0
Time to sign off for the night! Everyone have a great one! To all the mother's out there &quot;Happy Mother's Day&quot;  ,1
at the most bro bar ever. no i don't want your jagerbomb &amp; 1 polo is plenty ITS WARM OUT.  ,1
God damn we're all quite emotional right now involving NIN.. it's probably good I let some of it out at the PA show. ,0
